Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
8520,Welding,Low,3,Pack Assembly,Morning,4.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8521,Mechanical Assembly,High,3,Cell Assembly,Night,4.9,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8522,Soldering,Low,4,Cell Assembly,Flexible,4.8,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8523,Quality Inspection,Medium,8,Module Assembly,Night,3.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8524,Quality Inspection,Low,4,Module Assembly,Night,5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8525,BMS Integration,High,6,Module Assembly,Night,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8526,Robotics,High,1,Cell Assembly,Flexible,3.9,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8527,Automation,Medium,1,Final Testing,Morning,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8528,Soldering,Low,1,Pack Assembly,Night,4.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8529,Electrical Wiring,High,7,Final Testing,Evening,4.7,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Secondary,12
8530,Electrical Wiring,Low,7,Cell Assembly,Night,4.2,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8531,Welding,Low,2,Cell Assembly,Night,4.2,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8532,Packaging,Low,2,Cell Assembly,Flexible,4.5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8533,Mechanical Assembly,High,2,Module Assembly,Night,3.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8534,Quality Inspection,Medium,2,Final Testing,Night,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8535,Automation,High,2,Pack Assembly,Morning,3.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8536,Soldering,Low,4,Cell Assembly,Night,4.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8537,Robotics,Low,8,Module Assembly,Morning,4.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8538,Electrical Wiring,Medium,4,Final Testing,Night,5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8539,Welding,Low,7,Final Testing,Evening,4.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8540,Welding,Medium,1,Module Assembly,Evening,4.8,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8541,Robotics,Low,8,Pack Assembly,Morning,4.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8542,Packaging,Medium,8,Final Testing,Flexible,3.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8543,Welding,High,1,Module Assembly,Morning,3.5,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8544,Mechanical Assembly,Low,4,Module Assembly,Evening,3.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8545,Quality Inspection,Medium,7,Cell Assembly,Evening,3.4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8546,BMS Integration,Low,5,Module Assembly,Night,3.2,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8547,Packaging,Medium,2,Final Testing,Morning,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8548,Soldering,Medium,1,Module Assembly,Evening,4.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8549,Automation,High,3,Pack Assembly,Flexible,4.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8550,Electrical Wiring,High,4,Final Testing,Evening,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8551,Electrical Wiring,Low,2,Final Testing,Flexible,3,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8552,Automation,High,6,Module Assembly,Flexible,4.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8553,Automation,Low,2,Module Assembly,Night,4.6,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8554,Robotics,Low,6,Pack Assembly,Evening,5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8555,Robotics,Low,2,Cell Assembly,Evening,4.9,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8556,Soldering,Medium,7,Final Testing,Morning,4.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8557,Mechanical Assembly,Low,7,Pack Assembly,Night,3.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8558,Packaging,Medium,3,Final Testing,Evening,3.2,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8559,Electrical Wiring,High,8,Pack Assembly,Evening,3.8,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8560,BMS Integration,High,8,Final Testing,Night,3.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8561,Automation,High,1,Cell Assembly,Flexible,3.3,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8562,BMS Integration,High,2,Final Testing,Morning,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8563,Quality Inspection,Low,2,Cell Assembly,Flexible,3.4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8564,BMS Integration,Medium,2,Module Assembly,Flexible,3.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8565,Soldering,Low,6,Cell Assembly,Night,4.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8566,Automation,Medium,5,Module Assembly,Flexible,4.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8567,Packaging,Low,2,Final Testing,Morning,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8568,Robotics,High,4,Pack Assembly,Night,3.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8569,BMS Integration,Low,3,Final Testing,Night,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8570,Quality Inspection,Medium,6,Pack Assembly,Evening,3.3,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8571,Mechanical Assembly,High,4,Cell Assembly,Night,3.1,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8572,Quality Inspection,High,8,Final Testing,Morning,4.9,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8573,Welding,High,6,Cell Assembly,Flexible,4.4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8574,Welding,High,1,Final Testing,Morning,4.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8575,Quality Inspection,High,5,Pack Assembly,Flexible,4.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8576,Soldering,Medium,3,Pack Assembly,Night,3.6,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8577,Welding,Medium,5,Module Assembly,Evening,4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8578,Electrical Wiring,Medium,7,Module Assembly,Night,3.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8579,BMS Integration,High,2,Pack Assembly,Evening,4.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8580,Packaging,Low,7,Module Assembly,Flexible,3.2,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8581,Mechanical Assembly,Low,2,Cell Assembly,Evening,4.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8582,Quality Inspection,Low,7,Module Assembly,Morning,3.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8583,Quality Inspection,Medium,3,Pack Assembly,Morning,4.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8584,Electrical Wiring,Low,8,Final Testing,Flexible,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8585,Packaging,Low,3,Pack Assembly,Flexible,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8586,Automation,Low,5,Module Assembly,Evening,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8587,Packaging,Medium,5,Final Testing,Night,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8588,Soldering,Low,8,Module Assembly,Evening,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8589,Welding,High,8,Module Assembly,Evening,3.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8590,Electrical Wiring,Medium,2,Final Testing,Morning,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8591,Automation,Low,2,Pack Assembly,Morning,3.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8592,Automation,High,8,Final Testing,Night,4.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8593,Mechanical Assembly,Medium,3,Pack Assembly,Flexible,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8594,Welding,Low,8,Cell Assembly,Flexible,3.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8595,Packaging,High,6,Final Testing,Night,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8596,Packaging,Low,8,Pack Assembly,Evening,4.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8597,Electrical Wiring,Low,5,Pack Assembly,Evening,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8598,Mechanical Assembly,Low,3,Final Testing,Flexible,4.9,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8599,Welding,High,1,Pack Assembly,Night,4.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8600,Robotics,Medium,3,Module Assembly,Evening,3.1,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8601,BMS Integration,Low,6,Module Assembly,Evening,4.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8602,Soldering,High,7,Module Assembly,Morning,3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8603,Automation,High,1,Pack Assembly,Morning,4.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8604,Packaging,Medium,5,Final Testing,Evening,4.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8605,Mechanical Assembly,Medium,7,Final Testing,Evening,3.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8606,Electrical Wiring,Low,7,Final Testing,Night,4.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8607,Robotics,High,6,Pack Assembly,Evening,5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8608,Mechanical Assembly,Low,2,Cell Assembly,Flexible,4.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8609,Welding,Low,2,Pack Assembly,Flexible,3.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8610,Automation,Low,5,Final Testing,Morning,4.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8611,Packaging,Low,5,Final Testing,Night,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8612,Robotics,High,6,Module Assembly,Evening,3.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8613,Electrical Wiring,Low,4,Pack Assembly,Night,3.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8614,Automation,Low,1,Pack Assembly,Flexible,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8615,Robotics,Medium,8,Cell Assembly,Flexible,4.5,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8616,Mechanical Assembly,Medium,1,Pack Assembly,Evening,4.5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8617,Packaging,Low,5,Cell Assembly,Morning,3.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8618,Mechanical Assembly,Medium,3,Final Testing,Morning,4.5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8619,Welding,Low,4,Pack Assembly,Night,4.8,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8620,Quality Inspection,Low,5,Final Testing,Flexible,4.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8621,Mechanical Assembly,High,1,Final Testing,Evening,3,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8622,BMS Integration,High,2,Cell Assembly,Night,4.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8623,Soldering,Low,7,Module Assembly,Evening,4.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8624,Mechanical Assembly,High,4,Pack Assembly,Evening,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8625,Quality Inspection,High,1,Pack Assembly,Morning,4,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8626,Automation,Medium,1,Module Assembly,Flexible,3.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8627,Welding,Low,5,Final Testing,Flexible,5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8628,Electrical Wiring,Medium,3,Pack Assembly,Flexible,4.8,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8629,Mechanical Assembly,Low,7,Module Assembly,Flexible,3.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8630,Soldering,Medium,8,Final Testing,Flexible,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8631,Electrical Wiring,Medium,4,Final Testing,Morning,4.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8632,Electrical Wiring,High,7,Final Testing,Evening,4.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8633,Packaging,Medium,3,Final Testing,Night,4.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8634,Packaging,Low,7,Module Assembly,Morning,3.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8635,Packaging,High,8,Pack Assembly,Night,3.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8636,Welding,Low,5,Module Assembly,Night,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8637,BMS Integration,Medium,6,Final Testing,Evening,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8638,BMS Integration,Medium,5,Final Testing,Evening,3.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8639,Automation,High,8,Module Assembly,Night,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8640,Welding,Medium,1,Pack Assembly,Morning,4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8641,Robotics,Low,6,Cell Assembly,Night,3.7,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8642,Electrical Wiring,High,5,Pack Assembly,Morning,3.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8643,Robotics,Low,5,Cell Assembly,Night,4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8644,Quality Inspection,Medium,5,Module Assembly,Flexible,4.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8645,BMS Integration,Low,2,Pack Assembly,Flexible,4.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8646,Electrical Wiring,Low,1,Final Testing,Morning,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8647,Robotics,Medium,1,Module Assembly,Night,4.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8648,Mechanical Assembly,High,2,Final Testing,Evening,4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8649,Automation,Low,5,Cell Assembly,Evening,4.6,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8650,Automation,Low,5,Cell Assembly,Night,4.1,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8651,Electrical Wiring,Medium,3,Module Assembly,Evening,4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8652,Automation,High,5,Final Testing,Night,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8653,Mechanical Assembly,Low,1,Pack Assembly,Night,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8654,Electrical Wiring,Low,8,Final Testing,Night,4.9,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8655,Soldering,Medium,6,Final Testing,Flexible,4.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8656,Robotics,Low,6,Module Assembly,Flexible,3.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8657,Packaging,Low,6,Pack Assembly,Flexible,4.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8658,Robotics,High,1,Final Testing,Morning,4.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8659,Electrical Wiring,Low,2,Final Testing,Morning,3.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8660,BMS Integration,High,7,Final Testing,Night,3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8661,Automation,Low,5,Final Testing,Evening,3.2,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8662,Welding,Medium,5,Final Testing,Night,4.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8663,Electrical Wiring,High,4,Pack Assembly,Flexible,3.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8664,Quality Inspection,Medium,2,Pack Assembly,Evening,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8665,Packaging,Medium,2,Pack Assembly,Evening,3.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8666,BMS Integration,Medium,3,Final Testing,Flexible,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8667,Automation,Low,6,Module Assembly,Evening,3.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8668,BMS Integration,Low,6,Final Testing,Morning,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8669,Electrical Wiring,High,7,Final Testing,Evening,3.4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8670,Welding,Low,2,Final Testing,Evening,4.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8671,Electrical Wiring,Low,7,Final Testing,Night,4.3,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8672,Packaging,High,3,Pack Assembly,Flexible,3,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8673,Robotics,Low,4,Pack Assembly,Night,4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8674,Robotics,High,7,Module Assembly,Flexible,4.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8675,Quality Inspection,Low,4,Module Assembly,Morning,3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8676,Mechanical Assembly,Medium,6,Final Testing,Flexible,3.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8677,Quality Inspection,Medium,2,Final Testing,Night,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8678,Automation,Low,6,Cell Assembly,Flexible,3.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8679,Packaging,Medium,2,Module Assembly,Morning,4.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8680,Automation,Medium,2,Final Testing,Morning,3.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8681,Quality Inspection,High,3,Final Testing,Evening,4.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8682,BMS Integration,High,8,Pack Assembly,Evening,3.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8683,BMS Integration,High,3,Cell Assembly,Morning,3.4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8684,Electrical Wiring,High,5,Final Testing,Night,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8685,Welding,Low,8,Pack Assembly,Morning,4.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8686,BMS Integration,Medium,4,Pack Assembly,Flexible,4.2,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8687,Welding,Low,2,Cell Assembly,Flexible,3.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8688,Packaging,High,3,Final Testing,Flexible,3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8689,Soldering,Low,8,Module Assembly,Night,3,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8690,Welding,High,3,Module Assembly,Evening,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8691,Welding,High,2,Cell Assembly,Morning,3.4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8692,Robotics,Low,4,Final Testing,Night,3.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8693,Quality Inspection,Medium,7,Final Testing,Night,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8694,Electrical Wiring,High,6,Pack Assembly,Flexible,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8695,BMS Integration,Low,3,Pack Assembly,Flexible,4.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8696,Automation,Medium,8,Cell Assembly,Night,4.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8697,Automation,Low,1,Cell Assembly,Flexible,3.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8698,BMS Integration,Medium,7,Module Assembly,Evening,4.4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8699,Electrical Wiring,High,2,Module Assembly,Night,3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8700,Electrical Wiring,Low,1,Final Testing,Morning,3.2,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8701,Packaging,Medium,8,Cell Assembly,Morning,3.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8702,Mechanical Assembly,Low,5,Final Testing,Morning,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8703,Robotics,Low,3,Pack Assembly,Night,3.3,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8704,Electrical Wiring,Medium,8,Cell Assembly,Morning,4.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8705,Welding,Low,3,Final Testing,Evening,3.9,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8706,Soldering,Low,3,Module Assembly,Morning,3.2,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8707,Soldering,Low,8,Cell Assembly,Morning,3.9,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8708,Mechanical Assembly,Low,6,Final Testing,Morning,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8709,Quality Inspection,Low,8,Final Testing,Evening,4.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8710,Robotics,High,8,Module Assembly,Evening,3.9,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
