Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
8213,Electrical Wiring,Medium,1,Module Assembly,Morning,3.3,Electrical Engineer
8214,Quality Inspection,Low,5,Pack Assembly,Flexible,4.5,Electrical Engineer
8215,Packaging,Medium,4,Cell Assembly,Morning,5,Quality Control Certified
8216,Packaging,Medium,3,Module Assembly,Evening,3.6,Certified BMS Engineer
8217,Robotics,High,6,Cell Assembly,Night,3.4,Certified BMS Engineer
8218,Electrical Wiring,High,7,Cell Assembly,Evening,3.8,None
8219,Quality Inspection,Medium,8,Pack Assembly,Evening,4.8,Quality Control Certified
8220,Welding,High,8,Final Testing,Night,4.2,None
8221,Robotics,Medium,2,Final Testing,Morning,4.4,Mechanical Technician
8222,Mechanical Assembly,High,8,Cell Assembly,Flexible,3.9,Mechanical Technician
8223,Soldering,Medium,1,Module Assembly,Flexible,4.7,Electrical Engineer
8224,Quality Inspection,Low,1,Final Testing,Evening,4.4,Certified Welder
8225,Quality Inspection,Medium,4,Cell Assembly,Night,3.4,Quality Control Certified
8226,Automation,High,7,Module Assembly,Evening,4.1,Electrical Engineer
8227,Soldering,Medium,4,Final Testing,Evening,3.1,Mechanical Technician
8228,Mechanical Assembly,Medium,6,Cell Assembly,Morning,4.4,Electrical Engineer
8229,Quality Inspection,Medium,6,Cell Assembly,Evening,3.6,Certified Welder
8230,Electrical Wiring,Medium,7,Pack Assembly,Evening,3.8,Certified BMS Engineer
8231,Electrical Wiring,Medium,3,Cell Assembly,Evening,4.5,Certified BMS Engineer
8232,Soldering,High,1,Pack Assembly,Flexible,4.8,Electrical Engineer
8233,Quality Inspection,Medium,4,Cell Assembly,Flexible,4.2,Quality Control Certified
8234,Soldering,Low,4,Cell Assembly,Morning,3.3,Electrical Engineer
8235,BMS Integration,High,3,Cell Assembly,Night,3.3,Certified BMS Engineer
8236,Electrical Wiring,Low,7,Cell Assembly,Evening,3.7,Mechanical Technician
8237,Packaging,Low,7,Module Assembly,Flexible,4,Quality Control Certified
8238,Quality Inspection,High,1,Final Testing,Evening,4.6,Electrical Engineer
8239,Welding,High,7,Pack Assembly,Morning,3.5,Quality Control Certified
8240,Quality Inspection,Medium,3,Cell Assembly,Flexible,4,None
8241,BMS Integration,Medium,6,Pack Assembly,Flexible,3.7,Certified Welder
8242,Mechanical Assembly,Medium,6,Pack Assembly,Evening,3.6,Certified BMS Engineer
8243,Automation,High,6,Module Assembly,Night,3.9,Electrical Engineer
8244,Quality Inspection,Medium,3,Pack Assembly,Morning,4.5,Electrical Engineer
8245,Automation,Medium,4,Module Assembly,Evening,3,Quality Control Certified
8246,Robotics,Medium,5,Cell Assembly,Evening,3.3,Electrical Engineer
8247,Mechanical Assembly,High,8,Cell Assembly,Morning,4,Quality Control Certified
8248,Robotics,Medium,5,Cell Assembly,Night,3.2,Certified BMS Engineer
8249,Soldering,High,5,Module Assembly,Flexible,4.8,Mechanical Technician
8250,Electrical Wiring,High,3,Cell Assembly,Night,3.4,None
8251,Quality Inspection,High,1,Cell Assembly,Evening,4.1,Certified Welder
8252,Mechanical Assembly,Medium,4,Cell Assembly,Morning,3.6,Mechanical Technician
8253,BMS Integration,Medium,7,Final Testing,Night,3.5,Electrical Engineer
8254,Automation,Medium,2,Pack Assembly,Morning,4.4,Electrical Engineer
8255,Mechanical Assembly,Medium,1,Cell Assembly,Night,4.9,Certified Welder
8256,Welding,Medium,4,Final Testing,Morning,3.3,None
8257,BMS Integration,Low,3,Cell Assembly,Flexible,4.7,Electrical Engineer
8258,Quality Inspection,High,4,Final Testing,Night,4.4,Certified Welder
8259,Quality Inspection,Medium,2,Pack Assembly,Night,4.7,Mechanical Technician
8260,Mechanical Assembly,Medium,7,Final Testing,Flexible,4.5,Quality Control Certified
8261,Electrical Wiring,Low,4,Cell Assembly,Flexible,4.4,Quality Control Certified
8262,Soldering,Medium,4,Final Testing,Flexible,4,Electrical Engineer
8263,Packaging,High,6,Cell Assembly,Evening,3.1,Certified BMS Engineer
8264,Mechanical Assembly,Low,3,Cell Assembly,Morning,3.2,Mechanical Technician
8265,Packaging,High,1,Final Testing,Night,4.6,Certified Welder
8266,BMS Integration,Low,5,Cell Assembly,Night,3.9,Certified BMS Engineer
8267,Soldering,Medium,4,Cell Assembly,Night,3,Certified BMS Engineer
8268,Mechanical Assembly,Medium,8,Module Assembly,Evening,4.1,Electrical Engineer
8269,Mechanical Assembly,Low,5,Final Testing,Morning,3.4,Electrical Engineer
8270,Mechanical Assembly,Low,3,Cell Assembly,Flexible,3.5,None
8271,Packaging,High,3,Cell Assembly,Morning,4.6,Certified Welder
8272,Electrical Wiring,Medium,7,Pack Assembly,Night,4.1,Electrical Engineer
8273,Electrical Wiring,Medium,8,Cell Assembly,Flexible,4.1,Electrical Engineer
8274,BMS Integration,High,1,Module Assembly,Flexible,4.8,Electrical Engineer
8275,Packaging,High,3,Cell Assembly,Morning,4.6,Electrical Engineer
8276,Mechanical Assembly,Low,4,Final Testing,Morning,3.3,Certified Welder
8277,Automation,Medium,6,Module Assembly,Flexible,3.3,Certified Welder
8278,Robotics,Medium,4,Final Testing,Flexible,4.1,Electrical Engineer
8279,Soldering,High,5,Module Assembly,Morning,3.3,None
8280,Robotics,Low,1,Cell Assembly,Evening,4.7,Mechanical Technician
8281,Soldering,Medium,1,Final Testing,Evening,3.8,Certified BMS Engineer
8282,Soldering,High,2,Pack Assembly,Night,3.7,Certified Welder
8283,Packaging,Medium,8,Pack Assembly,Evening,3.6,Certified Welder
8284,Quality Inspection,Medium,7,Cell Assembly,Evening,4.8,Certified Welder
8285,Mechanical Assembly,Medium,1,Final Testing,Night,4.2,Mechanical Technician
8286,BMS Integration,Low,2,Pack Assembly,Night,4,Certified BMS Engineer
8287,Automation,Low,5,Pack Assembly,Night,3.8,Quality Control Certified
8288,Robotics,Medium,8,Pack Assembly,Flexible,3.4,Quality Control Certified
8289,Automation,Medium,5,Cell Assembly,Flexible,3.9,Certified Welder
8290,Welding,Medium,3,Pack Assembly,Flexible,4.3,Electrical Engineer
8291,Electrical Wiring,Medium,3,Pack Assembly,Night,4.5,Certified Welder
8292,Robotics,Low,5,Final Testing,Flexible,4.3,Mechanical Technician
8293,Packaging,High,8,Cell Assembly,Flexible,4.2,Certified Welder
8294,BMS Integration,High,7,Module Assembly,Evening,4.5,Electrical Engineer
8295,BMS Integration,Low,8,Module Assembly,Evening,4.3,None
8296,Quality Inspection,Medium,7,Final Testing,Flexible,3.9,Electrical Engineer
8297,Welding,Medium,4,Final Testing,Night,3.4,Electrical Engineer
8298,Mechanical Assembly,Medium,5,Module Assembly,Evening,4.5,Certified BMS Engineer
8299,Mechanical Assembly,Medium,1,Pack Assembly,Morning,3.3,Certified Welder
8300,Robotics,Low,5,Module Assembly,Morning,4.1,Certified BMS Engineer
8301,Welding,High,5,Module Assembly,Evening,4,Certified BMS Engineer
8302,Quality Inspection,Low,3,Final Testing,Evening,3.8,None
8303,Automation,High,1,Cell Assembly,Flexible,4.3,Mechanical Technician
8304,Mechanical Assembly,High,7,Cell Assembly,Evening,4.5,Electrical Engineer
8305,Soldering,Low,4,Pack Assembly,Evening,4.3,None
8306,Soldering,Low,5,Module Assembly,Flexible,4.2,None
8307,Mechanical Assembly,Low,3,Module Assembly,Night,4,Quality Control Certified
8308,Robotics,Medium,6,Pack Assembly,Flexible,3.8,None
8309,Packaging,High,7,Module Assembly,Night,3.1,Certified Welder
8310,Soldering,Medium,3,Final Testing,Morning,4.2,Electrical Engineer
8311,Mechanical Assembly,Low,4,Cell Assembly,Flexible,3.1,Electrical Engineer
8312,Automation,Low,7,Final Testing,Morning,4.2,Mechanical Technician
8313,Quality Inspection,High,7,Cell Assembly,Night,4.8,Certified Welder
8314,Automation,High,1,Module Assembly,Night,3.8,Certified Welder
8315,Welding,High,4,Pack Assembly,Flexible,3.7,Electrical Engineer
8316,Quality Inspection,Low,3,Cell Assembly,Evening,3.2,Quality Control Certified
8317,Soldering,High,7,Pack Assembly,Morning,4.3,None
8318,Robotics,Low,1,Final Testing,Evening,4,Mechanical Technician
8319,Mechanical Assembly,Medium,6,Module Assembly,Morning,3.4,Certified BMS Engineer
8320,Electrical Wiring,High,8,Pack Assembly,Night,4.8,None
8321,BMS Integration,Low,2,Pack Assembly,Evening,4.2,Certified BMS Engineer
8322,Electrical Wiring,Low,3,Cell Assembly,Flexible,4.7,Electrical Engineer
8323,Quality Inspection,Low,5,Final Testing,Morning,3.6,Quality Control Certified
8324,Mechanical Assembly,Low,4,Pack Assembly,Morning,4.8,Certified Welder
8325,Mechanical Assembly,Low,8,Cell Assembly,Morning,3.4,Electrical Engineer
8326,Mechanical Assembly,Medium,3,Final Testing,Night,4.5,Quality Control Certified
8327,Quality Inspection,Medium,6,Module Assembly,Evening,4.5,Certified Welder
8328,Welding,High,5,Module Assembly,Night,4.3,Mechanical Technician
8329,Quality Inspection,Low,6,Pack Assembly,Flexible,4.5,None
8330,Soldering,High,8,Cell Assembly,Evening,4,Electrical Engineer
8331,Welding,Medium,4,Pack Assembly,Evening,3.9,Mechanical Technician
8332,Electrical Wiring,Low,7,Final Testing,Night,4.9,Certified BMS Engineer
8333,BMS Integration,Low,5,Pack Assembly,Evening,3.4,Quality Control Certified
8334,Soldering,Medium,8,Pack Assembly,Evening,4.9,Electrical Engineer
8335,Robotics,Medium,6,Cell Assembly,Evening,3.8,Mechanical Technician
8336,Soldering,High,1,Final Testing,Evening,3.4,Certified BMS Engineer
8337,Welding,Medium,6,Pack Assembly,Flexible,4.5,None
8338,Robotics,High,2,Module Assembly,Evening,4.7,Mechanical Technician
8339,Electrical Wiring,High,1,Cell Assembly,Night,3.8,Certified BMS Engineer
8340,Electrical Wiring,High,3,Cell Assembly,Morning,3.6,Certified BMS Engineer
8341,BMS Integration,High,2,Module Assembly,Night,3.8,Certified BMS Engineer
8342,Packaging,Medium,7,Final Testing,Morning,3.9,Mechanical Technician
8343,Robotics,High,5,Final Testing,Evening,3.3,None
8344,BMS Integration,Low,7,Final Testing,Flexible,4.3,Quality Control Certified
8345,Mechanical Assembly,Medium,1,Final Testing,Flexible,4.6,Quality Control Certified
8346,Electrical Wiring,High,1,Module Assembly,Night,4.9,None
8347,Mechanical Assembly,Low,3,Final Testing,Morning,3.2,Certified Welder
8348,Electrical Wiring,Low,7,Pack Assembly,Flexible,3.1,Certified BMS Engineer
8349,Automation,High,7,Cell Assembly,Night,3.8,Mechanical Technician
8350,Quality Inspection,Low,2,Final Testing,Morning,3.9,Certified Welder
8351,Mechanical Assembly,Low,4,Cell Assembly,Morning,3.5,Electrical Engineer
8352,Automation,Low,1,Module Assembly,Flexible,4.2,Certified Welder
8353,Welding,Low,4,Final Testing,Evening,3.7,Certified Welder
8354,Welding,Low,3,Pack Assembly,Night,4.5,Certified BMS Engineer
8355,Mechanical Assembly,Medium,1,Module Assembly,Flexible,4.2,Certified BMS Engineer
8356,Soldering,Low,3,Pack Assembly,Evening,4.9,Electrical Engineer
8357,BMS Integration,Medium,6,Cell Assembly,Evening,4,Mechanical Technician
8358,BMS Integration,Medium,1,Cell Assembly,Morning,4,Certified BMS Engineer
8359,BMS Integration,High,1,Pack Assembly,Evening,3.3,Mechanical Technician
8360,Packaging,Low,5,Final Testing,Flexible,4.3,None
8361,Quality Inspection,Low,8,Pack Assembly,Night,4.7,Electrical Engineer
8362,Mechanical Assembly,Medium,6,Module Assembly,Flexible,4.1,Certified BMS Engineer
8363,Packaging,Low,5,Pack Assembly,Flexible,3.2,Certified BMS Engineer
8364,Welding,Medium,7,Final Testing,Morning,3.9,Quality Control Certified
8365,BMS Integration,Medium,7,Module Assembly,Morning,3.2,Mechanical Technician
8366,Automation,High,4,Cell Assembly,Morning,4.3,Certified BMS Engineer
8367,Mechanical Assembly,Low,2,Cell Assembly,Flexible,4.8,Quality Control Certified
8368,Mechanical Assembly,Medium,2,Pack Assembly,Morning,4.3,Certified Welder
8369,Quality Inspection,High,7,Module Assembly,Flexible,4.4,Certified BMS Engineer
8370,BMS Integration,Medium,1,Module Assembly,Morning,4.8,Certified Welder
8371,Welding,Low,8,Pack Assembly,Flexible,3.1,Certified BMS Engineer
8372,Electrical Wiring,Low,6,Pack Assembly,Morning,3.5,Certified BMS Engineer
8373,Packaging,High,8,Cell Assembly,Evening,3.2,Electrical Engineer
8374,Quality Inspection,Low,1,Cell Assembly,Night,3.6,Quality Control Certified
8375,BMS Integration,High,5,Module Assembly,Evening,4.6,Electrical Engineer
8376,Packaging,Low,3,Pack Assembly,Evening,4.5,Electrical Engineer
8377,BMS Integration,High,4,Cell Assembly,Flexible,3.1,None
8378,Packaging,Low,5,Pack Assembly,Evening,3.1,Certified BMS Engineer
8379,Soldering,Low,3,Pack Assembly,Morning,3.6,Certified BMS Engineer
8380,Robotics,High,6,Cell Assembly,Evening,4.7,None
8381,Quality Inspection,Low,3,Final Testing,Night,4.6,Electrical Engineer
8382,Soldering,Medium,4,Cell Assembly,Flexible,4.5,Electrical Engineer
8383,Quality Inspection,Medium,7,Cell Assembly,Night,4.6,None
8384,Quality Inspection,High,6,Cell Assembly,Evening,4.1,None
8385,Quality Inspection,Medium,8,Cell Assembly,Evening,3.4,Electrical Engineer
8386,Welding,High,4,Cell Assembly,Night,4.8,Certified BMS Engineer
8387,Packaging,High,1,Module Assembly,Night,4.3,Certified Welder
8388,Packaging,Low,1,Pack Assembly,Flexible,3.8,Certified BMS Engineer
8389,Robotics,High,3,Module Assembly,Evening,4.7,Mechanical Technician
8390,Electrical Wiring,Medium,3,Pack Assembly,Flexible,4,Certified Welder
8391,Quality Inspection,Medium,6,Cell Assembly,Evening,3.6,Certified BMS Engineer
8392,BMS Integration,High,6,Final Testing,Night,3.8,Certified Welder
8393,Mechanical Assembly,Low,3,Pack Assembly,Evening,3.6,Quality Control Certified
8394,Mechanical Assembly,High,7,Pack Assembly,Morning,3.6,Certified BMS Engineer
8395,Soldering,Medium,4,Final Testing,Evening,4.3,Quality Control Certified
8396,Quality Inspection,Medium,3,Pack Assembly,Flexible,4.9,Certified Welder
8397,Electrical Wiring,Medium,2,Cell Assembly,Flexible,3.3,Electrical Engineer
8398,Robotics,Medium,4,Final Testing,Flexible,3,Mechanical Technician
8399,Automation,High,3,Final Testing,Flexible,4.4,Electrical Engineer
8400,Welding,Low,2,Final Testing,Evening,3.5,Certified BMS Engineer
8401,Mechanical Assembly,Low,4,Final Testing,Night,4.4,Certified Welder
8402,Mechanical Assembly,Medium,1,Final Testing,Morning,3.4,None
8403,Welding,Medium,6,Final Testing,Evening,4.4,Electrical Engineer
8404,Quality Inspection,High,6,Cell Assembly,Night,3.8,Mechanical Technician
8405,Electrical Wiring,High,1,Cell Assembly,Flexible,4.7,Certified Welder
8406,Soldering,Medium,6,Cell Assembly,Morning,4.7,Electrical Engineer
8407,Automation,Medium,8,Final Testing,Flexible,4.2,Electrical Engineer
8408,Automation,High,3,Cell Assembly,Evening,4.3,Certified Welder
8409,BMS Integration,Medium,1,Final Testing,Evening,4.2,Quality Control Certified
8410,Quality Inspection,Low,4,Pack Assembly,Night,4.2,Mechanical Technician
8411,BMS Integration,High,7,Module Assembly,Night,4.1,None
8412,Robotics,Medium,1,Cell Assembly,Evening,4.4,Certified BMS Engineer
8413,Automation,Medium,2,Cell Assembly,Flexible,4.5,Electrical Engineer
8414,Automation,Low,1,Final Testing,Evening,3.6,Electrical Engineer
8415,Soldering,Medium,7,Pack Assembly,Evening,4.9,Certified Welder
8416,Soldering,Medium,4,Final Testing,Night,4.7,Certified Welder
8417,Automation,Low,5,Final Testing,Morning,4.2,Quality Control Certified
8418,Welding,High,1,Pack Assembly,Morning,3.6,Quality Control Certified
8419,Packaging,Low,3,Pack Assembly,Evening,4.8,Electrical Engineer
8420,Welding,Medium,2,Cell Assembly,Night,3.6,Quality Control Certified
8421,Soldering,Medium,2,Pack Assembly,Flexible,4.7,None
8422,Packaging,High,8,Final Testing,Night,4.4,Certified Welder
8423,Mechanical Assembly,Medium,8,Pack Assembly,Night,3.4,None
8424,Mechanical Assembly,Low,7,Cell Assembly,Evening,4.6,Mechanical Technician
8425,BMS Integration,Low,4,Pack Assembly,Evening,3.3,Quality Control Certified
8426,Soldering,High,4,Module Assembly,Evening,4.2,Quality Control Certified
8427,Welding,High,7,Final Testing,Flexible,3,Quality Control Certified
8428,Quality Inspection,Low,4,Cell Assembly,Flexible,3.6,Mechanical Technician
8429,Quality Inspection,Low,2,Pack Assembly,Evening,3.3,Certified Welder
8430,BMS Integration,Medium,1,Final Testing,Morning,4,Certified BMS Engineer
8431,Welding,Low,8,Cell Assembly,Evening,3.7,Mechanical Technician
8432,Welding,Low,2,Cell Assembly,Evening,4.2,Mechanical Technician
8433,Soldering,High,4,Pack Assembly,Morning,3.1,None
8434,Soldering,Low,6,Final Testing,Morning,4.3,Certified Welder
8435,Electrical Wiring,Low,1,Final Testing,Flexible,4.1,Certified BMS Engineer
8436,Quality Inspection,Low,2,Final Testing,Flexible,3.6,Certified Welder
8437,Mechanical Assembly,High,2,Module Assembly,Flexible,3.1,Electrical Engineer
8438,Electrical Wiring,Low,6,Pack Assembly,Morning,4.5,Electrical Engineer
8439,Robotics,Low,3,Pack Assembly,Evening,3,Mechanical Technician
8440,BMS Integration,Low,1,Final Testing,Flexible,3.8,None
8441,Quality Inspection,Low,5,Pack Assembly,Evening,3.1,None
8442,Welding,Medium,2,Cell Assembly,Night,4.2,Certified BMS Engineer
8443,Packaging,Low,8,Final Testing,Night,4.5,None
8444,Packaging,Medium,4,Pack Assembly,Night,3.2,Electrical Engineer
8445,BMS Integration,Medium,8,Pack Assembly,Morning,3.7,Electrical Engineer
8446,Soldering,High,1,Final Testing,Evening,4,Electrical Engineer
8447,BMS Integration,Medium,3,Final Testing,Morning,3.2,Electrical Engineer
8448,Mechanical Assembly,Medium,2,Final Testing,Morning,3.4,Quality Control Certified
8449,Packaging,Low,2,Final Testing,Flexible,4.9,Certified BMS Engineer
8450,Automation,Medium,7,Cell Assembly,Flexible,3.1,Quality Control Certified
8451,Automation,High,3,Final Testing,Night,4.7,Certified Welder
8452,BMS Integration,High,1,Cell Assembly,Night,3,Electrical Engineer
8453,Quality Inspection,Medium,7,Module Assembly,Flexible,4.2,Quality Control Certified
8454,Quality Inspection,Medium,4,Pack Assembly,Evening,4.3,Certified BMS Engineer
8455,Packaging,Low,1,Final Testing,Morning,3.7,Mechanical Technician
8456,Soldering,High,8,Module Assembly,Flexible,4.9,None
8457,Robotics,High,7,Final Testing,Morning,3.3,Mechanical Technician
8458,Packaging,Low,6,Cell Assembly,Evening,4.1,Electrical Engineer
8459,Mechanical Assembly,Low,3,Final Testing,Evening,4.2,None
8460,Robotics,High,6,Module Assembly,Flexible,3.6,Quality Control Certified
8461,Soldering,Low,2,Module Assembly,Morning,4.2,Certified Welder
8462,Robotics,High,7,Final Testing,Morning,4.7,Mechanical Technician
8463,Mechanical Assembly,Medium,1,Module Assembly,Evening,4.6,Certified BMS Engineer
8464,Welding,High,2,Final Testing,Flexible,5,Certified Welder
8465,BMS Integration,Low,7,Pack Assembly,Evening,3.9,Electrical Engineer
8466,Automation,Medium,2,Final Testing,Morning,4.7,Certified BMS Engineer
8467,Electrical Wiring,High,7,Cell Assembly,Morning,3.8,Certified BMS Engineer
8468,Welding,High,4,Pack Assembly,Night,3.8,Certified Welder
8469,Robotics,Low,7,Cell Assembly,Morning,4.3,Mechanical Technician
8470,Automation,High,7,Cell Assembly,Flexible,4.8,Mechanical Technician
8471,Soldering,Low,7,Cell Assembly,Evening,4.2,None
8472,Automation,Medium,8,Final Testing,Flexible,3.6,None
8473,Quality Inspection,High,1,Final Testing,Night,4.1,Mechanical Technician
8474,Packaging,Medium,7,Pack Assembly,Evening,3.1,Mechanical Technician
8475,Quality Inspection,Low,8,Cell Assembly,Night,3.2,Certified BMS Engineer
8476,Welding,Medium,7,Final Testing,Morning,3.1,None
8477,BMS Integration,Medium,4,Pack Assembly,Flexible,3.5,Mechanical Technician
8478,Robotics,Medium,8,Pack Assembly,Evening,4.1,Certified BMS Engineer
8479,BMS Integration,High,3,Cell Assembly,Flexible,3.8,Certified BMS Engineer
8480,Electrical Wiring,High,1,Final Testing,Morning,3,Quality Control Certified
8481,Quality Inspection,Low,1,Cell Assembly,Evening,3.8,Mechanical Technician
8482,Quality Inspection,High,6,Pack Assembly,Flexible,3.9,Mechanical Technician
8483,Soldering,Low,7,Pack Assembly,Evening,4.5,None
8484,Welding,Medium,2,Cell Assembly,Flexible,3.3,None
8485,Quality Inspection,High,1,Pack Assembly,Evening,4.6,Certified Welder
8486,BMS Integration,Medium,4,Module Assembly,Flexible,4.8,Certified BMS Engineer
8487,Soldering,Medium,1,Module Assembly,Flexible,4.2,None
8488,Packaging,Medium,6,Final Testing,Morning,3.9,Certified BMS Engineer
8489,Welding,Medium,1,Cell Assembly,Night,4.4,Certified Welder
8490,BMS Integration,Low,5,Final Testing,Night,4.7,None
8491,BMS Integration,High,3,Final Testing,Night,3.3,Certified Welder
8492,Robotics,Medium,8,Module Assembly,Night,4.3,Electrical Engineer
8493,BMS Integration,High,7,Final Testing,Morning,4.6,Mechanical Technician
8494,BMS Integration,Low,8,Pack Assembly,Evening,3.9,Certified BMS Engineer
8495,Welding,High,8,Module Assembly,Evening,4.6,Quality Control Certified
8496,Mechanical Assembly,Low,6,Cell Assembly,Flexible,4.7,Quality Control Certified
8497,Electrical Wiring,High,1,Final Testing,Night,4.8,Certified Welder
8498,Mechanical Assembly,Medium,7,Cell Assembly,Evening,4.4,Electrical Engineer
8499,Automation,High,7,Cell Assembly,Flexible,3.8,Certified BMS Engineer
8500,Quality Inspection,Low,4,Final Testing,Flexible,3.5,Electrical Engineer
8501,Electrical Wiring,Low,3,Pack Assembly,Evening,3.2,Electrical Engineer
8502,Mechanical Assembly,Low,5,Pack Assembly,Flexible,4.8,Mechanical Technician
8503,Robotics,High,5,Module Assembly,Evening,4.5,None
8504,Quality Inspection,High,4,Pack Assembly,Flexible,4,None
8505,Robotics,Low,6,Cell Assembly,Evening,3.4,Quality Control Certified
8506,BMS Integration,Low,5,Pack Assembly,Night,4,Certified BMS Engineer
8507,Quality Inspection,Medium,5,Pack Assembly,Night,4,None
8508,Automation,High,7,Final Testing,Night,4.4,Quality Control Certified
8509,Packaging,High,3,Cell Assembly,Night,4.3,Electrical Engineer
8510,Automation,Low,4,Cell Assembly,Morning,4.8,Mechanical Technician
8511,BMS Integration,High,5,Final Testing,Evening,3.4,Electrical Engineer
8512,Electrical Wiring,Medium,3,Cell Assembly,Evening,3.1,Electrical Engineer
8513,Soldering,Medium,1,Module Assembly,Night,3.8,Mechanical Technician
8514,Soldering,Medium,4,Pack Assembly,Evening,4.7,Electrical Engineer
8515,Soldering,High,2,Final Testing,Night,4.2,Certified Welder
8516,Soldering,Low,2,Module Assembly,Night,4.6,None
8517,Soldering,High,2,Final Testing,Flexible,4.7,Quality Control Certified
8518,Mechanical Assembly,Low,8,Cell Assembly,Morning,4.2,Certified Welder
8519,Robotics,High,5,Cell Assembly,Evening,4.3,Certified BMS Engineer
8520,Welding,Low,8,Cell Assembly,Flexible,4.6,None
8521,BMS Integration,High,3,Final Testing,Evening,4.1,Certified Welder
8522,Soldering,High,6,Module Assembly,Evening,4.5,Certified Welder
8523,Robotics,High,5,Cell Assembly,Morning,4.5,Mechanical Technician
8524,Soldering,Low,2,Module Assembly,Flexible,4.5,Certified BMS Engineer
8525,Robotics,Medium,5,Cell Assembly,Flexible,3.3,None
8526,Packaging,High,5,Module Assembly,Morning,3.4,None
8527,Soldering,Medium,5,Cell Assembly,Flexible,4.6,Electrical Engineer
8528,Packaging,Medium,3,Final Testing,Morning,3.7,None
8529,Soldering,High,7,Module Assembly,Night,3.9,Certified Welder
8530,Packaging,Medium,7,Final Testing,Evening,3.8,Electrical Engineer
8531,Soldering,High,4,Module Assembly,Morning,4.1,Certified BMS Engineer
8532,Mechanical Assembly,Medium,2,Pack Assembly,Flexible,4.5,Mechanical Technician
8533,BMS Integration,Medium,2,Module Assembly,Flexible,4.2,Quality Control Certified
8534,Packaging,High,3,Module Assembly,Flexible,4.1,None
8535,Welding,Medium,2,Final Testing,Flexible,3.8,Electrical Engineer
8536,Robotics,Medium,4,Final Testing,Night,3.3,Certified Welder
8537,Packaging,Low,2,Final Testing,Flexible,4.5,Mechanical Technician
8538,Quality Inspection,Low,6,Pack Assembly,Evening,3.6,Certified BMS Engineer
8539,Mechanical Assembly,Medium,6,Final Testing,Morning,4.3,Quality Control Certified
8540,Welding,Medium,2,Final Testing,Flexible,4.6,Quality Control Certified
8541,Soldering,Medium,5,Cell Assembly,Flexible,4.3,Electrical Engineer
8542,Mechanical Assembly,Low,2,Cell Assembly,Night,3.2,Mechanical Technician
8543,Welding,Low,4,Final Testing,Night,3.4,Quality Control Certified
8544,Quality Inspection,Low,4,Module Assembly,Flexible,4.7,Quality Control Certified
8545,Mechanical Assembly,Medium,2,Cell Assembly,Flexible,3.5,Mechanical Technician
8546,Robotics,High,7,Cell Assembly,Flexible,5,None
8547,Soldering,High,3,Pack Assembly,Flexible,4.2,None
8548,Quality Inspection,Medium,6,Cell Assembly,Evening,4.6,Electrical Engineer
8549,Automation,Medium,8,Final Testing,Evening,3.4,Certified Welder
8550,Soldering,Low,2,Final Testing,Flexible,4.5,Quality Control Certified
8551,Soldering,Low,5,Final Testing,Morning,3.9,Certified BMS Engineer
8552,Electrical Wiring,Low,3,Pack Assembly,Evening,4.3,Mechanical Technician
8553,Automation,High,5,Final Testing,Evening,4.7,Quality Control Certified
8554,Mechanical Assembly,Medium,2,Cell Assembly,Night,3.7,Certified BMS Engineer
8555,Electrical Wiring,Low,7,Final Testing,Night,3.2,Certified BMS Engineer
8556,Welding,Low,6,Final Testing,Flexible,4,None
8557,Automation,Low,4,Pack Assembly,Evening,3.8,Electrical Engineer
8558,Quality Inspection,Medium,7,Pack Assembly,Evening,4.5,Certified Welder
8559,Electrical Wiring,High,8,Cell Assembly,Morning,4.3,Certified BMS Engineer
8560,Packaging,Medium,4,Pack Assembly,Night,4.6,Mechanical Technician
8561,Robotics,Low,7,Final Testing,Flexible,4.1,None
8562,Soldering,High,7,Pack Assembly,Morning,4.5,Certified BMS Engineer
8563,Welding,Medium,1,Cell Assembly,Morning,4.9,Mechanical Technician
8564,Automation,High,2,Module Assembly,Evening,3.6,Mechanical Technician
8565,Mechanical Assembly,Low,8,Pack Assembly,Night,3.7,Quality Control Certified
8566,Soldering,Low,5,Pack Assembly,Evening,4.7,None
8567,Welding,Medium,1,Module Assembly,Night,4.9,Quality Control Certified
8568,BMS Integration,Medium,8,Cell Assembly,Flexible,4.2,Mechanical Technician
8569,Welding,High,1,Cell Assembly,Morning,4.2,Certified Welder
8570,BMS Integration,High,7,Pack Assembly,Evening,3.4,None
8571,BMS Integration,Medium,6,Cell Assembly,Morning,3.8,Electrical Engineer
8572,Automation,High,4,Module Assembly,Night,4.9,Certified BMS Engineer
8573,Mechanical Assembly,High,3,Module Assembly,Morning,3.2,Quality Control Certified
8574,Mechanical Assembly,Low,8,Module Assembly,Flexible,3.6,Certified BMS Engineer
8575,Robotics,Medium,4,Module Assembly,Flexible,4.7,Mechanical Technician
8576,BMS Integration,Low,2,Module Assembly,Flexible,3.6,Certified Welder
8577,Soldering,High,8,Pack Assembly,Morning,4,Electrical Engineer
8578,Automation,High,1,Module Assembly,Morning,4.7,Mechanical Technician
8579,BMS Integration,Medium,8,Module Assembly,Night,3.3,Electrical Engineer
8580,Soldering,Medium,3,Final Testing,Morning,4,Quality Control Certified
8581,Electrical Wiring,Medium,6,Cell Assembly,Night,4.1,None
